Hour,GEN-ADJ Sum (MW)
20250423_1300,178.5
20250423_1400,178.5
20250423_1500,178.3
20250423_1600,178.2
20250423_1700,178.4
20250423_1800,178.6
20250423_1900,178.5
20250423_2000,178.5
20250423_2100,178.4
20250423_2200,178.9
20250423_2300,178.6
20250424_0000,178.4
20250424_0100,178.1
20250424_0200,178.8
20250424_0300,178.3
20250424_0400,178.1
20250424_0500,178.5
20250424_0600,178
20250424_0700,178.7
20250424_0800,178.5
20250424_0900,178.7
20250424_1000,0
20250424_1100,178.4
20250424_1200,178.5
20250424_1300,179.4
20250424_1400,178.1
20250424_1500,179.7
20250424_1600,178.4
20250424_1700,179.8
20250424_1800,179
20250424_1900,179.8
20250424_2000,178.7
20250424_2100,179.1
20250424_2200,0
20250424_2300,178.1
20250425_0000,178.5
20250425_0100,178.4
20250425_0200,178
20250425_0300,0
20250425_0400,178.3
20250425_0500,178
20250425_0600,178.5
20250425_0700,178.2
20250425_0800,178.9
20250425_0900,177.8
20250425_1000,177.8
20250425_1100,178.5
20250425_1200,179.2
20250425_1300,179.2
20250425_1400,179.3
20250425_1500,179.6
20250425_1600,177.2
20250425_1700,177.6
20250425_1800,179.9
20250425_1900,179.5
20250425_2000,179.6
20250425_2100,179.7
20250425_2200,178.5
20250425_2300,177.7
20250426_0000,178.4
20250426_0100,178.4
20250426_0200,177.8
20250426_0300,178.2
20250426_0400,178.2
20250426_0500,178.4
20250426_0600,178.2
20250426_0700,0
20250426_0800,178.3
20250426_0900,178
20250426_1000,179.2
20250426_1100,179.4
20250426_1200,178.6
20250426_1300,178.3
20250426_1400,178.2
20250426_1500,178.3
20250426_1600,178.7
20250426_1700,178.3
20250426_1800,178.4
20250426_1900,178.6
20250426_2000,178.5
20250426_2100,178.7
20250426_2200,178.5
20250426_2300,178.3
20250427_0000,178.6
20250427_0100,178.4
20250427_0200,178.7
20250427_0300,178.5
20250427_0400,178.6
20250427_0500,0
20250427_0600,0
20250427_0700,0
20250427_0800,0
20250427_0900,0
20250427_1000,0
20250427_1100,0
20250427_1200,178.5
20250427_1300,178.6
20250427_1400,178.5
20250427_1500,178.4
20250427_1600,0
20250427_1700,178
20250427_1800,178.6
20250427_1900,0
20250427_2000,0
20250427_2100,0
20250427_2200,0
20250427_2300,0
20250428_0000,0
20250428_0100,0
20250428_0200,0
20250428_0300,0
20250428_0400,0
20250428_0500,0
20250428_0600,0
20250428_0700,0
20250428_0800,178.3
20250428_0900,179.1
20250428_1000,0
20250428_1100,180.1
20250428_1200,178.3
20250428_1300,178.3
20250428_1400,178.2
20250428_1500,178.4
20250428_1600,178.5
20250428_1700,178.1
20250428_1800,179.9
20250428_1900,179.7
20250428_2000,179.8
20250428_2100,178.7
20250428_2200,178.3
20250428_2300,178.3
20250429_0000,179.1
20250429_0100,178.3
20250429_0200,178.2
20250429_0300,179.1
20250429_0400,178.4
20250429_0500,179.2
20250429_0600,179.1
20250429_0700,179.7
20250429_0800,178.9
20250429_0900,180.1
20250429_1000,179.1
20250429_1100,178.4
20250429_1200,178.4
20250429_1300,178
20250429_1400,178.2
20250429_1500,178.3
20250429_1600,178.3
20250429_1700,178.3
20250429_1800,178
20250429_1900,178.3
20250429_2000,178.3
20250429_2100,178.1
20250429_2200,178.9
20250429_2300,178.7
20250430_0000,179.4
20250430_0100,179
20250430_0200,178.5
20250430_0300,178.3
20250430_0400,178.3
20250430_0500,178.5
20250430_0600,178.4
20250430_0700,178.5
20250430_0800,178.6
20250430_0900,178.3
20250430_1000,178.4
20250430_1100,178.4
20250430_1200,0
20250430_1300,178.4
20250430_1400,178.3
20250430_1500,178.7
20250430_1600,178.2
20250430_1700,178.3
20250430_1800,178.3
20250430_1900,178.2
20250430_2000,178.4
20250430_2100,178.2
20250430_2200,178.5
20250430_2300,178.8
20250501_0000,178.5
20250501_0100,178.5
20250501_0200,178.6
20250501_0300,178.1
20250501_0400,178.4
20250501_0500,178.4
20250501_0600,178.5
20250501_0700,178.2
20250501_0800,178.5
20250501_0900,178.4
20250501_1000,178.6
20250501_1100,178.4
20250501_1200,178.2
20250501_1300,178.7
20250501_1400,179
20250501_1500,178.2
20250501_1600,178.4
20250501_1700,180.1
20250501_1800,179
20250501_1900,178.5
20250501_2000,178.1
20250501_2100,180.2
20250501_2200,180.4
20250501_2300,178.9
20250502_0000,180
20250502_0100,180.1
20250502_0200,178.8
20250502_0300,178.3
20250502_0400,179.1
20250502_0500,0
20250502_0600,179.8
20250502_0700,178.1
20250502_0800,178.5
20250502_0900,177.6
20250502_1000,179.2
20250502_1100,179.3
20250502_1200,179.7
20250502_1300,179.9
20250502_1400,178.6
20250502_1500,178.6
20250502_1600,179.2
20250502_1700,179.2
20250502_1800,179.6
20250502_1900,178.4
20250502_2000,179
20250502_2100,179
20250502_2200,179.9
20250502_2300,178.6
20250503_0000,179.9
20250503_0100,179.3
20250503_0200,179.7
20250503_0300,179
20250503_0400,179.1
20250503_0500,179.7
20250503_0600,178.4
20250503_0700,177.7
20250503_0800,177.5
20250503_0900,179.6
20250503_1000,179.4
20250503_1100,179.2
20250503_1200,179
20250503_1300,179.1
20250503_1400,179.2
20250503_1500,177.4
20250503_1600,179.5
20250503_1700,180.1
20250503_1800,179.8
20250503_1900,179.7
20250503_2000,178.2
20250503_2100,178.6
20250503_2200,178.3
20250503_2300,180.1
20250504_0000,178.5
20250504_0100,177.9
20250504_0200,178.3
20250504_0300,179.5
20250504_0400,178.1
20250504_0500,178.5
20250504_0600,0
20250504_0700,178.2
20250504_0800,178.3
20250504_0900,178.2
20250504_1000,178.4
20250504_1100,180.1
20250504_1200,180
20250504_1300,180.1
20250504_1400,179.8
20250504_1500,178.2
20250504_1600,179.7
20250504_1700,180
20250504_1800,178.9
20250504_1900,180
20250504_2000,178.5
20250504_2100,178
20250504_2200,178.1
20250504_2300,179.1
20250505_0000,178.1
20250505_0100,0
20250505_0200,178.9
20250505_0300,178.4
20250505_0400,178.9
20250505_0500,178.5
20250505_0600,0
20250505_0700,178.1
20250505_0800,178.9
20250505_0900,178.5
20250505_1000,178.7
20250505_1100,178.4
20250505_1200,178.2
20250505_1300,178.1
20250505_1400,178.5
20250505_1500,178.3
20250505_1600,178.4
20250505_1700,0
20250505_1800,178.1
20250505_1900,178.5
20250505_2000,178.7
20250505_2100,178.4
20250505_2200,178.4
20250505_2300,178.3
20250506_0000,178.8
20250506_0100,178.9
20250506_0200,178.4
20250506_0300,178.3
20250506_0400,178.3
20250506_0500,178.6
20250506_0600,178.3
20250506_0700,177.9
20250506_0800,179.2
20250506_0900,179.9
20250506_1000,179.6
20250506_1100,177.8
20250506_1200,179.4
20250506_1300,177.4
20250506_1400,177.5
20250506_1500,179.4
20250506_1600,179.1
20250506_1700,179.5
20250506_1800,179.6
20250506_1900,179.7
20250506_2000,178.9
20250506_2100,179.1
20250506_2200,178.7
20250506_2300,178.7
20250507_0000,180.1
20250507_0100,178.1
20250507_0200,179.9
20250507_0300,177.9
20250507_0400,179.7
20250507_0500,180
20250507_0600,179.6
20250507_0700,179.5
20250507_0800,179.5
20250507_0900,179.2
20250507_1000,179.5
20250507_1100,179.6
20250507_1200,179.5
20250507_1300,179.2
20250507_1400,177.2
20250507_1500,178.5
20250507_1600,178.7
20250507_1700,179.3
20250507_1800,179.1
20250507_1900,178.5
20250507_2000,177.6
20250507_2100,179.4
20250507_2200,179.9
20250507_2300,180
20250508_0000,178.6
20250508_0100,179
20250508_0200,179.8
20250508_0300,178.9
20250508_0400,178.2
20250508_0500,178.8
20250508_0600,178.6
20250508_0700,179
20250508_0800,178.3
20250508_0900,178.9
20250508_1000,179.1
20250508_1100,179.6
20250508_1200,177.9
20250508_1300,178.3
20250508_1400,180.2
20250508_1500,178.2
20250508_1600,177.7
20250508_1700,178.2
20250508_1800,180.2
20250508_1900,178.2
20250508_2000,178.2
20250508_2100,0
20250508_2200,178.2
20250508_2300,0
20250509_0000,178.5
20250509_0100,178.2
20250509_0200,178.5
20250509_0300,178.1
20250509_0400,178
20250509_0500,0
20250509_0600,178.2
20250509_0700,178.3
20250509_0800,179.3
20250509_0900,179.8
20250509_1000,178.2
20250509_1100,179
20250509_1200,179.8
20250509_1300,178.6
20250509_1400,178.4
20250509_1500,179.6
20250509_1600,179.8
20250509_1700,179.7
20250509_1800,179.9
20250509_1900,179.9
20250509_2000,178.9
20250509_2100,178.4
20250509_2200,180.1
20250509_2300,180
20250510_0000,177.9
20250510_0100,179.7
20250510_0200,178.9
20250510_0300,179.9
20250510_0400,178
20250510_0500,178.9
20250510_0600,179.2
20250510_0700,179.9
20250510_0800,180.1
20250510_0900,179.9
20250510_1000,177.3
20250510_1100,179.8
20250510_1200,178.7
20250510_1300,179.9
20250510_1400,179.3
20250510_1500,178.1
20250510_1600,179.7
20250510_1700,179.1
20250510_1800,177.6
20250510_1900,179.6
20250510_2000,177.7
20250510_2100,178.5
20250510_2200,178.5
20250510_2300,180.1
20250511_0000,178.9
20250511_0100,178.1
20250511_0200,178.8
20250511_0300,179
20250511_0400,178.3
20250511_0500,178.8
20250511_0600,179
20250511_0700,180
20250511_0800,178.1
20250511_0900,178.6
20250511_1000,0
20250511_1100,178.2
20250511_1200,179.7
20250511_1300,179.5
20250511_1400,179.3
20250511_1500,179.2
20250511_1600,178.2
20250511_1700,178.7
20250511_1800,179.7
20250511_1900,179.6
20250511_2000,177.8
20250511_2100,178.5
20250511_2200,180.1
20250511_2300,178.1
20250512_0000,180
20250512_0100,178.2
20250512_0200,180.1
20250512_0300,179.2
20250512_0400,178.7
20250512_0500,178.9
20250512_0600,179.8
20250512_0700,179.5
20250512_0800,178.1
20250512_0900,178.3
20250512_1000,178.8
20250512_1100,177.9
20250512_1200,179.6
20250512_1300,180
20250512_1400,177.8
20250512_1500,178.2
20250512_1600,177.8
20250512_1700,178.5
20250512_1800,177.5
20250512_1900,180
20250512_2000,178
20250512_2100,178
20250512_2200,178.3
20250512_2300,179
20250513_0000,179.1
20250513_0100,178.3
20250513_0200,179.4
20250513_0300,179.9
20250513_0400,178.3
20250513_0500,178.3
20250513_0600,178.9
20250513_0700,178
20250513_0800,178.9
20250513_0900,178.3
20250513_1000,180.1
20250513_1100,178.8
20250513_1200,180
20250513_1300,180.1
20250513_1400,179.2
20250513_1500,178.4
20250513_1600,179.4
20250513_1700,177.6
20250513_1800,179.9
20250513_1900,179.4
20250513_2000,180
20250513_2100,177.8
20250513_2200,179.7
20250513_2300,178.4
20250514_0000,178.6
20250514_0100,177.8
20250514_0200,178.7
20250514_0300,178.9
20250514_0400,0
20250514_0500,179.8
20250514_0600,179.8
20250514_0700,178.3
20250514_0800,178.3
20250514_0900,179.6
20250514_1000,178.4
20250514_1100,178.6
20250514_1200,179.1
20250514_1300,178.2
20250514_1400,179
20250514_1500,179.4
20250514_1600,179
20250514_1700,178.3
20250514_1800,178.3
20250514_1900,178.7
20250514_2000,178.5
20250514_2100,179
20250514_2200,178.9
20250514_2300,178.3
20250515_0000,178.9
20250515_0100,178.2
20250515_0200,178.3
20250515_0300,178.3
20250515_0400,178.1
20250515_0500,178.2
20250515_0600,178.7
20250515_0700,178.7
20250515_0800,178.6
20250515_0900,178.7
20250515_1000,178.2
20250515_1100,178.6
20250515_1200,178.4
20250515_1300,178.3
20250515_1400,178.2
20250515_1500,177.8
20250515_1600,179
20250515_1700,179
20250515_1800,178.2
20250515_1900,178.4
20250515_2000,178.2
20250515_2100,178.6
20250515_2200,178.6
20250515_2300,178.5
20250516_0000,178.2
20250516_0100,178.3
20250516_0200,178.8
20250516_0300,178.8
20250516_0400,178.8
20250516_0500,178.4
20250516_0600,178.7
20250516_0700,178.6
20250516_0800,178.6
20250516_0900,178.8
20250516_1000,0
20250516_1100,0
20250516_1200,178.2
20250516_1300,179.4
20250516_1400,179.8
20250516_1500,178.9
20250516_1600,178.8
20250516_1700,178.1
20250516_1800,178.4
20250516_1900,178.4
20250516_2000,179.6
20250516_2100,178
20250516_2200,179.1
20250516_2300,178.6
20250517_0000,178.1
20250517_0100,178.3
20250517_0200,178.4
20250517_0300,178.5
20250517_0400,178.7
20250517_0500,178.6
20250517_0600,178.8
20250517_0700,177.8
20250517_0800,178.9
20250517_0900,178.6
20250517_1000,179.9
20250517_1100,179.7
20250517_1200,178.3
20250517_1300,179.4
20250517_1400,179.6
20250517_1500,177.6
20250517_1600,178.4
20250517_1700,177.4
20250517_1800,178.5
20250517_1900,179.4
20250517_2000,179.7
20250517_2100,178
20250517_2200,178.8
20250517_2300,178.1
20250518_0000,178.4
20250518_0100,178
20250518_0200,179
20250518_0300,0
20250518_0400,178.3
20250518_0500,178.3
20250518_0600,178.5
20250518_0700,179.1
20250518_0800,178.1
20250518_0900,179.7
20250518_1000,178.2
20250518_1100,179
20250518_1200,179.6
20250518_1300,179.4
20250518_1400,179.4
20250518_1500,179.6
20250518_1600,178.4
20250518_1700,179.7
20250518_1800,178.6
20250518_1900,179.7
20250518_2000,179.6
20250518_2100,180.1
20250518_2200,178.2
20250518_2300,178.4
20250519_0000,179.8
20250519_0100,0
20250519_0200,0
20250519_0300,178.3
20250519_0400,178.2
20250519_0500,178.3
20250519_0600,178.5
20250519_0700,178.6
20250519_0800,178.3
20250519_0900,177.9
20250519_1000,178.3
20250519_1100,179.7
20250519_1200,178
20250519_1300,178.3
20250519_1400,178.1
20250519_1500,178.4
20250519_1600,179.4
20250519_1700,178.4
20250519_1800,178
20250519_1900,178.4
20250519_2000,0
20250519_2100,0
20250519_2200,0
20250519_2300,178.3
20250520_0000,178.3
20250520_0100,0
20250520_0200,178.3
20250520_0300,178.3
20250520_0400,178.4
20250520_0500,178.5
20250520_0600,178.3
20250520_0700,0
20250520_0800,0
20250520_0900,178.3
20250520_1000,178.3
20250520_1100,179
20250520_1200,178.6
20250520_1300,179.6
20250520_1400,179
20250520_1500,179.1
20250520_1600,178.1
20250520_1700,178.1
20250520_1800,179.1
20250520_1900,178.3
20250520_2000,178.2
20250520_2100,178.5
20250520_2200,178.5
20250520_2300,0
20250521_0000,178.3
20250521_0100,0
20250521_0200,178.3
20250521_0300,0
20250521_0400,0
20250521_0500,0
20250521_0600,0
20250521_0700,0
20250521_0800,178.3
20250521_0900,178.9
20250521_1000,178
20250521_1100,178.3
20250521_1200,178.3
20250521_1300,178.3
20250521_1400,178.2
20250521_1500,178.4
20250521_1600,178.5
20250521_1700,178.4
20250521_1800,0
20250521_1900,178.4
20250521_2000,178.4
20250521_2100,178.4
20250521_2200,178.7
20250521_2300,178.2
20250522_0000,178.3
20250522_0100,178.2
20250522_0200,178.2
20250522_0300,178.1
20250522_0400,178.2
20250522_0500,178.2
20250522_0600,178.2
20250522_0700,0
20250522_0800,178.3
20250522_0900,178.5
20250522_1000,178.5
20250522_1100,0
20250522_1200,178.3
20250522_1300,178.5
20250522_1400,178.1
20250522_1500,178.3
20250522_1600,178.5
20250522_1700,180
20250522_1800,179.5
20250522_1900,179.8
20250522_2000,179.9
20250522_2100,178.6
20250522_2200,179
20250522_2300,177.9
20250523_0000,179.1
20250523_0100,178.2
20250523_0200,178.7
20250523_0300,178.2
20250523_0400,178
20250523_0500,0
20250523_0600,0
20250523_0700,179
20250523_0800,179
20250523_0900,0
20250523_1000,178.6
20250523_1100,179.6
20250523_1200,179.7
20250523_1300,179.6
20250523_1400,178.6
20250523_1500,179.8
20250523_1600,180
20250523_1700,179.7
20250523_1800,179.5
20250523_1900,179.5
20250523_2000,178.2
20250523_2100,178.7
20250523_2200,179.1
20250523_2300,179.1
20250524_0000,178.1
20250524_0100,178.4
20250524_0200,179
20250524_0300,179
20250524_0400,179.9
20250524_0500,179.6
20250524_0600,178.6
20250524_0700,180.5
20250524_0800,179.9
20250524_0900,178.3
20250524_1000,178.6
20250524_1100,179.6
20250524_1200,179
20250524_1300,179.6
20250524_1400,179.7
20250524_1500,178.3
20250524_1600,178.9
20250524_1700,179.4
20250524_1800,179.2
20250524_1900,179.4
20250524_2000,178.7
20250524_2100,178.5
20250524_2200,178.4
20250524_2300,179.7
20250525_0000,179.3
20250525_0100,179.6
20250525_0200,177.9
20250525_0300,179.9
20250525_0400,180.1
20250525_0500,178.2
20250525_0600,178.4
20250525_0700,179.2
20250525_0800,179.4
20250525_0900,177.4
20250525_1000,178.5
20250525_1100,179.4
20250525_1200,178.9
20250525_1300,179.1
20250525_1400,179.2
20250525_1500,178.8
20250525_1600,179.1
20250525_1700,178.8
20250525_1800,178.8
20250525_1900,180
20250525_2000,179.7
20250525_2100,177.8
20250525_2200,179.2
20250525_2300,179.7
20250526_0000,179
20250526_0100,179.7
20250526_0200,179.6
20250526_0300,178.2
20250526_0400,179.6
20250526_0500,178.4
20250526_0600,179.6
20250526_0700,177.6
20250526_0800,177.7
20250526_0900,179.1
20250526_1000,179.4
20250526_1100,177.3
20250526_1200,179.1
20250526_1300,179
20250526_1400,175.1
20250526_1500,176
20250526_1600,176.1
20250526_1700,178.9
20250526_1800,179.1
20250526_1900,179.1
20250526_2000,179.6
20250526_2100,178.7
20250526_2200,179.6
20250526_2300,178.2
20250527_0000,178.5
20250527_0100,177.9
20250527_0200,180.2
20250527_0300,178.1
20250527_0400,178.3
20250527_0500,178.2
20250527_0600,178.3
20250527_0700,178.2
20250527_0800,179.4
20250527_0900,179.3
20250527_1000,179.7
20250527_1100,179.8
20250527_1200,179.6
20250527_1300,179.7
20250527_1400,179.9
20250527_1500,178.4
20250527_1600,180
20250527_1700,179.9
20250527_1800,179.8
20250527_1900,177.8
20250527_2000,179.6
20250527_2100,179.7
20250527_2200,179.5
20250527_2300,179.6
20250528_0000,179.1
20250528_0100,179.7
20250528_0200,178.4
20250528_0300,178.4
20250528_0400,178.6
20250528_0500,178.6
20250528_0600,179.8
20250528_0700,177.5
20250528_0800,179.7
20250528_0900,178.2
20250528_1000,180.1
20250528_1100,179.2
20250528_1200,178.9
20250528_1300,179.1
20250528_1400,178.8
20250528_1500,178.8
20250528_1600,179.4
20250528_1700,178.6
20250528_1800,179.5
20250528_1900,179.6
20250528_2000,179.5
20250528_2100,179.4
20250528_2200,179.3
20250528_2300,179.7
20250529_0000,179.6
20250529_0100,179.7
20250529_0200,179.6
20250529_0300,177.7
20250529_0400,179.6
20250529_0500,178.9
20250529_0600,179.3
20250529_0700,179.6
20250529_0800,178.8
20250529_0900,179.9
20250529_1000,178.8
20250529_1100,179
20250529_1200,175.9
20250529_1300,178.7
20250529_1400,178.1
20250529_1500,178.8
20250529_1600,179.3
20250529_1700,178.9
20250529_1800,178.7
20250529_1900,178.8
20250529_2000,178.9
20250529_2100,178.9
20250529_2200,177.3
20250529_2300,177.8
20250530_0000,178.7
20250530_0100,177.4
20250530_0200,178.6
20250530_0300,0
20250530_0400,178.5
20250530_0500,180
20250530_0600,178.1
20250530_0700,178.2
20250530_0800,178.4
20250530_0900,178.1
20250530_1000,179.8
20250530_1100,179.7
20250530_1200,179.3
20250530_1300,178.9
20250530_1400,177.9
20250530_1500,179.3
20250530_1600,179.3
20250530_1700,179.4
20250530_1800,179.9
20250530_1900,178.8
20250530_2000,179.1
20250530_2100,179.5
20250530_2200,179.8
20250530_2300,178.6
20250531_0000,179.4
20250531_0100,178.3
20250531_0200,178.5
20250531_0300,178.2
20250531_0400,0
20250531_0500,177.8
20250531_0600,179.8
20250531_0700,178.2
20250531_0800,178.5
20250531_0900,179.8
20250531_1000,179.1
20250531_1100,179.5
20250531_1200,179.4
20250531_1300,179.7
20250531_1400,178.6
20250531_1500,179.7
20250531_1600,179.8
20250531_1700,179.7
20250531_1800,178.6
20250531_1900,178
20250531_2000,180
20250531_2100,178.8
20250531_2200,178.3
20250531_2300,180
20250601_0000,178.2
20250601_0100,180.1
20250601_0200,179.1
20250601_0300,178.8
20250601_0400,180.1
20250601_0500,179.5
20250601_0600,178.8
20250601_0700,178.1
20250601_0800,179
20250601_0900,178.3
20250601_1000,177.9
20250601_1100,177.6
20250601_1200,179.7
20250601_1300,178.5
20250601_1400,178.3
20250601_1500,178.1
20250601_1600,178
20250601_1700,178.3
20250601_1800,178.4
20250601_1900,178.4
20250601_2000,180.1
20250601_2100,179.8
20250601_2200,179.6
20250601_2300,178.9
20250602_0000,179.8
20250602_0100,178.3
20250602_0200,179.1
20250602_0300,178.1
20250602_0400,178.4
20250602_0500,178.1
20250602_0600,179.8
20250602_0700,178.1
20250602_0800,178.5
20250602_0900,178.3
20250602_1000,177.6
20250602_1100,179.8
20250602_1200,178.1
20250602_1300,179.6
20250602_1400,178.1
20250602_1500,179.1
20250602_1600,180
20250602_1700,178.5
20250602_1800,180
20250602_1900,178.2
20250602_2000,178.9
20250602_2100,179
20250602_2200,178.5
20250602_2300,178.2
20250603_0000,179.1
20250603_0100,178.3
20250603_0200,178.4
20250603_0300,0
20250603_0400,178.2
20250603_0500,0
20250603_0600,178
20250603_0700,178.9
20250603_0800,179.6
20250603_0900,179.6
20250603_1000,179
20250603_1100,180.1
20250603_1200,178.6
20250603_1300,178.2
20250603_1400,178.1
20250603_1500,179.6
20250603_1600,178.5
20250603_1700,178.2
20250603_1800,179.6
20250603_1900,178.2
20250603_2000,178.1
20250603_2100,179
20250603_2200,179.5
20250603_2300,178.4
20250604_0000,178.8
20250604_0100,0
20250604_0200,0
20250604_0300,0
20250604_0400,178.1
20250604_0500,0
20250604_0600,178.3
20250604_0700,179.5
20250604_0800,179.1
20250604_0900,179
20250604_1000,178.3
20250604_1100,178.3
20250604_1200,178.6
20250604_1300,179.8
20250604_1400,178.5
20250604_1500,178.2
20250604_1600,178.9
20250604_1700,179.3
20250604_1800,178.2
20250604_1900,178.1
20250604_2000,178.2
20250604_2100,179.4
20250604_2200,178.9
20250604_2300,180.2
20250605_0000,178.6
20250605_0100,179.6
20250605_0200,0
20250605_0300,178.9
20250605_0400,179
20250605_0500,178.9
20250605_0600,178.6
20250605_0700,180.1
20250605_0800,179.8
20250605_0900,177.4
20250605_1000,178.9
20250605_1100,179.6
20250605_1200,178.6
20250605_1300,179
20250605_1400,179.4
20250605_1500,179.4
20250605_1600,180
20250605_1700,180.1
20250605_1800,179.1
20250605_1900,179.4
20250605_2000,179.9
20250605_2100,179.4
20250605_2200,179.2
20250605_2300,179.9
20250606_0000,179.4
20250606_0100,179.6
20250606_0200,179.8
20250606_0300,177.8
20250606_0400,179.7
20250606_0500,178.1
20250606_0600,178.4
20250606_0700,178.8
20250606_0800,179.8
20250606_0900,177.5
20250606_1000,179.5
20250606_1100,179.3
20250606_1200,179.5
20250606_1300,179.4
20250606_1400,179.7
20250606_1500,179.4
20250606_1600,178.7
20250606_1700,178.9
20250606_1800,178.5
20250606_1900,177.8
20250606_2000,177.6
20250606_2100,180.2
20250606_2200,180
20250606_2300,178.1
20250607_0000,178.2
20250607_0100,179.8
20250607_0200,179.9
20250607_0300,179.1
20250607_0400,180.1
20250607_0500,178.3
20250607_0600,178.9
20250607_0700,179.1
20250607_0800,180.2
20250607_0900,179
20250607_1000,178.2
20250607_1100,179
20250607_1200,179.7
20250607_1300,178.3
20250607_1400,178
20250607_1500,178.3
20250607_1600,180.3
20250607_1700,180.3
20250607_1800,180.1
20250607_1900,180.1
20250607_2000,179.1
20250607_2100,178.6
20250607_2200,178.5
20250607_2300,0
20250608_0000,178.5
20250608_0100,178.4
20250608_0200,178.2
20250608_0300,178.5
20250608_0400,178.8
20250608_0500,178.3
20250608_0600,178.3
20250608_0700,178.4
20250608_0800,179.1
20250608_0900,178.3
20250608_1000,178.3
20250608_1100,177.7
20250608_1200,179.7
20250608_1300,179.2
20250608_1400,179.3
20250608_1500,179.4
20250608_1600,178.5
20250608_1700,177.8
20250608_1800,177.9
20250608_1900,177.6
20250608_2000,178.1
20250608_2100,177.8
20250608_2200,177.4
20250608_2300,179.3
20250609_0000,179.2
20250609_0100,179.4
20250609_0200,177.3
20250609_0300,177.6
20250609_0400,178.4
20250609_0500,178.3
20250609_0600,179.7
20250609_0700,179.8
20250609_0800,177.6
20250609_0900,179.7
20250609_1000,179.1
20250609_1100,179
20250609_1200,179.7
20250609_1300,179.2
20250609_1400,179.4
20250609_1500,177.6
20250609_1600,179.2
20250609_1700,177.5
20250609_1800,179.5
20250609_1900,177.7
20250609_2000,177.4
20250609_2100,179.5
20250609_2200,177.8
20250609_2300,179.8
20250610_0000,180.4
20250610_0100,179
20250610_0200,179.5
20250610_0300,179.3
20250610_0400,179.9
20250610_0500,178.3
20250610_0600,179
20250610_0700,178.7
20250610_0800,179.8
20250610_0900,179.7
20250610_1000,179.2
20250610_1100,179.4
20250610_1200,178.6
20250610_1300,179.5
20250610_1400,179.4
20250610_1500,178.3
20250610_1600,177.8
20250610_1700,179.9
20250610_1800,178.3
20250610_1900,178.7
20250610_2000,179
20250610_2100,177.9
20250610_2200,179.8
20250610_2300,178.1
20250611_0000,178.8
20250611_0100,178.1
20250611_0200,178
20250611_0300,178.5
20250611_0400,178.8
20250611_0500,178.3
20250611_0600,178.2
20250611_0700,178.3
20250611_0800,179.2
20250611_0900,178.2
20250611_1000,178.2
20250611_1100,178.4
20250611_1200,179.8
20250611_1300,178.2
20250611_1400,178
20250611_1500,178.2
20250611_1600,179.1
20250611_1700,178.9
20250611_1800,179.6
20250611_1900,178
20250611_2000,178.3
20250611_2100,179
20250611_2200,0
20250611_2300,178.2
20250612_0000,178.2
20250612_0100,178.4
20250612_0200,178.6
20250612_0300,178.9
20250612_0400,178.7
20250612_0500,178.1
20250612_0600,178.4
20250612_0700,178.5
20250612_0800,178.5
20250612_0900,178.3
20250612_1000,0
20250612_1100,0
20250612_1200,178.2
20250612_1300,0
20250612_1400,179.8
20250612_1500,179.8
20250612_1600,178.7
20250612_1700,178.2
20250612_1800,178.2
20250612_1900,178.4
20250612_2000,178.2
20250612_2100,180.1
20250612_2200,178.8
20250612_2300,179
20250613_0000,179
20250613_0100,177.9
20250613_0200,179
20250613_0300,180
20250613_0400,178.5
20250613_0500,178.1
20250613_0600,178.2
20250613_0700,178.9
20250613_0800,178.3
20250613_0900,178.1
20250613_1000,179.3
20250613_1100,179
20250613_1200,178.9
20250613_1300,178.7
20250613_1400,178.3
20250613_1500,179.4
20250613_1600,178.4
20250613_1700,178
20250613_1800,179.5
20250613_1900,180
20250613_2000,179.2
20250613_2100,179.1
20250613_2200,179.9
20250613_2300,179.5
20250614_0000,180
20250614_0100,178.1
20250614_0200,178.3
20250614_0300,178.3
20250614_0400,178.4
20250614_0500,178.1
20250614_0600,179.3
20250614_0700,179.3
20250614_0800,179.8
20250614_0900,180.4
20250614_1000,179.2
20250614_1100,178.9
20250614_1200,177.7
20250614_1300,178.1
20250614_1400,178.6
20250614_1500,178.1
20250614_1600,179.5
20250614_1700,179.8
20250614_1800,179.8
20250614_1900,178.2
20250614_2000,178.3
20250614_2100,178.2
20250614_2200,179.8
20250614_2300,177.5
20250615_0000,178.2
20250615_0100,178.3
20250615_0200,178.3
20250615_0300,180.1
20250615_0400,178.9
20250615_0500,179.8
20250615_0600,178.2
20250615_0700,179.6
20250615_0800,0
20250615_0900,179.6
20250615_1000,178
20250615_1100,179.2
20250615_1200,179.3
20250615_1300,178.3
20250615_1400,177.6
20250615_1500,177.7
20250615_1600,177.6
20250615_1700,179.5
20250615_1800,179.2
20250615_1900,177.6
20250615_2000,179.7
20250615_2100,177.6
20250615_2200,177.8
20250615_2300,178.3
20250616_0000,180.2
20250616_0100,178.4
20250616_0200,179.8
20250616_0300,180
20250616_0400,179.5
20250616_0500,178.5
20250616_0600,179.8
20250616_0700,178.1
20250616_0800,179.8
20250616_0900,178.1
20250616_1000,179.9
20250616_1100,178.4
20250616_1200,178.5
20250616_1300,179.7
20250616_1400,178.9
20250616_1500,177.6
20250616_1600,178.4
20250616_1700,179.2
20250616_1800,178.1
20250616_1900,178.5
20250616_2000,179.7
